Car_ID,Brand,Model_Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine_CC,Max_Power_bhp,Mileage_kmpl,Seats,Price_USD,Vehicle_Age,Price_per_bhp,Brand_Segment,Mileage_Category,Age_Category
211,Ford,2008,146028,Diesel,Manual,Second,2068,346.0,17.74,4,106036.12,18,306.46277456647397,Mass Market,High,Very Old
212,BMW,2019,81373,Hybrid,Manual,Second,1584,179.9,12.5,2,51310.61,7,285.21739855475266,Premium,Moderate,Recent
213,Audi,2024,74252,Diesel,Automatic,Second,4978,232.2,8.78,5,65886.77,2,283.7500861326443,Premium,Moderate,New
214,BMW,2023,198021,Petrol,Automatic,Third,3037,517.1,12.12,6,8768.06,3,16.95621736608006,Premium,Very High,New
215,Nissan,2007,198718,Petrol,Automatic,First,4854,353.2,14.4,2,3274.65,19,9.271375990939978,Mass Market,Very High,Very Old
216,Toyota,2024,75017,Diesel,Manual,Second,1735,328.3,23.91,6,31641.59,2,96.38010965580261,Mass Market,Moderate,New
217,Kia,2015,68037,Hybrid,Manual,First,4780,95.8,18.49,6,82628.22,11,862.50751565762,Mass Market,Moderate,Older
218,Audi,2021,94818,Electric,Manual,Second,3138,49.0,6.94,2,17187.99,5,350.775306122449,Premium,Moderate,Recent
219,Honda,2017,11548,Electric,Automatic,Third,1125,579.7,5.45,2,16310.15,9,28.13550112126962,Mass Market,Low,Older
220,Kia,2015,121981,Petrol,Manual,Third,2334,251.1,7.56,6,51082.39,11,203.43444842692153,Mass Market,High,Older
221,Toyota,2006,159249,Electric,Automatic,First,4280,377.8,15.26,4,78796.93,20,208.5678401270513,Mass Market,Very High,Very Old
222,Nissan,2013,29022,Petrol,Manual,Third,4661,84.6,28.33,7,86312.42,13,1020.2413711583924,Mass Market,Low,Very Old
223,Nissan,2006,111297,Electric,Automatic,Third,2785,422.5,20.94,7,23878.73,20,56.51770414201183,Mass Market,High,Very Old
224,Honda,2013,141614,Diesel,Manual,First,3578,562.2,25.05,4,12311.81,13,21.899341871220205,Mass Market,High,Very Old
225,Audi,2013,65428,Petrol,Manual,Second,2070,362.4,16.66,2,113026.45,13,311.8831401766005,Premium,Moderate,Very Old
226,Volkswagen,2012,158812,Petrol,Manual,Third,1440,110.6,14.04,6,33497.97,14,302.8749547920434,Mass Market,Very High,Very Old
227,Ford,2021,64353,Diesel,Automatic,First,4878,365.8,7.71,7,102841.54,5,281.1414434117004,Mass Market,Moderate,Recent
228,Audi,2005,118132,Petrol,Automatic,Third,2167,469.2,26.9,6,104028.5,21,221.71462063086105,Premium,High,
229,Volkswagen,2015,192604,Electric,Manual,Third,4842,267.6,24.58,4,93385.14,11,348.9728699551569,Mass Market,Very High,Older
230,Nissan,2012,21052,Electric,Manual,Third,3375,532.7,9.2,6,22753.53,14,42.713591139478126,Mass Market,Low,Very Old
231,BMW,2014,105689,Petrol,Manual,Third,4403,403.3,17.81,4,99150.77,12,245.8486734440863,Premium,High,Older
232,Toyota,2011,183148,Electric,Automatic,First,2381,543.6,17.18,2,93002.32,15,171.0859455481972,Mass Market,Very High,Very Old
233,Honda,2007,189492,Hybrid,Manual,First,2786,389.2,20.63,4,72816.59,19,187.09298561151078,Mass Market,Very High,Very Old
234,Toyota,2007,136743,Petrol,Manual,First,3040,113.5,28.65,4,42452.64,19,374.0320704845815,Mass Market,High,Very Old
235,Mercedes,2022,5163,Diesel,Manual,Third,4766,213.4,19.49,7,33713.51,4,157.98270852858482,Premium,Low,Recent
236,Mercedes,2009,46424,Hybrid,Manual,Third,2905,153.0,18.51,6,17261.04,17,112.8172549019608,Premium,Low,Very Old
237,Audi,2016,189816,Petrol,Automatic,Third,928,548.9,6.26,7,62641.58,10,114.12202586992167,Premium,Very High,Older
238,Nissan,2016,146706,Diesel,Automatic,First,4796,465.8,6.57,5,71475.52,10,153.44680120223273,Mass Market,High,Older
239,Nissan,2023,140870,Electric,Manual,Third,1651,418.8,9.68,4,45042.66,3,107.55171919770774,Mass Market,High,New
240,Ford,2010,27420,Diesel,Manual,Second,4903,208.5,5.81,5,58617.01,16,281.13673860911274,Mass Market,Low,Very Old
241,Ford,2006,125575,Hybrid,Automatic,Third,2876,143.1,23.58,7,45531.19,20,318.17742837176803,Mass Market,High,Very Old
242,Ford,2016,34300,Electric,Automatic,Second,3794,463.6,23.08,6,77997.71,10,168.24355047454702,Mass Market,Low,Older
243,BMW,2023,94881,Petrol,Manual,Third,4544,305.5,8.4,7,108447.33,3,354.9830769230769,Premium,Moderate,New
244,Kia,2009,15749,Electric,Automatic,First,3556,166.4,25.9,6,22178.67,17,133.2852764423077,Mass Market,Low,Very Old
245,Hyundai,2016,109131,Petrol,Automatic,Third,2444,385.3,8.87,6,47624.83,10,123.60454191539061,Mass Market,High,Older
246,Kia,2021,161193,Petrol,Manual,Second,3944,62.6,12.53,2,19481.63,5,311.2081469648562,Mass Market,Very High,Recent
247,Toyota,2021,133563,Diesel,Automatic,Second,1042,222.7,11.22,4,76118.42,5,341.7980242478671,Mass Market,High,Recent
248,Kia,2014,42487,Diesel,Automatic,Third,4885,302.4,14.31,7,88277.85,12,291.92410714285717,Mass Market,Low,Older
249,BMW,2021,169433,Diesel,Manual,Second,970,122.9,11.37,6,112033.79,5,911.5849471114726,Premium,Very High,Recent
250,Toyota,2019,26223,Hybrid,Manual,Second,1452,591.4,17.22,7,35628.02,7,60.24352384173148,Mass Market,Low,Recent
251,Kia,2016,77930,Hybrid,Automatic,First,4312,157.1,15.19,7,114174.71,10,726.7645448758753,Mass Market,Moderate,Older
252,BMW,2020,150128,Diesel,Manual,Third,2299,113.0,29.66,6,10401.73,6,92.05070796460177,Premium,Very High,Recent
253,Hyundai,2023,33380,Hybrid,Automatic,Third,2899,154.0,6.4,5,73552.62,3,477.61441558441555,Mass Market,Low,New
254,Kia,2012,31035,Electric,Manual,Third,2958,470.7,8.55,4,9684.53,14,20.57473974930954,Mass Market,Low,Very Old
255,BMW,2021,35620,Electric,Automatic,Second,2772,278.3,6.32,4,107571.58,5,386.5310097017607,Premium,Low,Recent
256,Ford,2009,155949,Hybrid,Manual,Third,4725,356.6,20.65,2,64987.66,17,182.24245653393157,Mass Market,Very High,Very Old
257,Nissan,2020,191388,Hybrid,Automatic,Third,3058,51.8,6.36,2,81313.76,6,1569.7637065637066,Mass Market,Very High,Recent
258,Ford,2010,122360,Electric,Automatic,First,4839,59.3,25.91,2,100294.15,16,1691.3010118043844,Mass Market,High,Very Old
259,Nissan,2012,58352,Petrol,Automatic,First,2835,289.7,17.8,4,20586.34,14,71.0608905764584,Mass Market,Moderate,Very Old
260,Honda,2022,166983,Electric,Manual,First,4071,497.3,18.18,5,7515.21,4,15.112024934647094,Mass Market,Very High,Recent
261,Honda,2016,168856,Electric,Manual,Second,1657,535.7,19.04,4,105829.09,10,197.55290274407315,Mass Market,Very High,Older
262,Honda,2019,8191,Hybrid,Automatic,Third,4623,88.6,9.27,4,39847.19,7,449.74255079006775,Mass Market,Low,Recent
263,Hyundai,2013,169232,Electric,Automatic,First,1849,341.5,9.94,4,18090.53,13,52.97373352855051,Mass Market,Very High,Very Old
264,Ford,2017,95536,Hybrid,Manual,First,4790,551.4,12.97,4,57809.96,9,104.84214726151615,Mass Market,Moderate,Older
265,Nissan,2019,109576,Hybrid,Manual,First,1098,257.3,19.84,5,73001.81,7,283.7225417800233,Mass Market,High,Recent
266,BMW,2014,185795,Diesel,Manual,Third,1723,504.6,10.25,2,6623.56,12,13.126357510899723,Premium,Very High,Older
267,Toyota,2020,8631,Electric,Manual,Third,3599,114.9,7.91,7,35162.79,6,306.0295039164491,Mass Market,Low,Recent
268,BMW,2011,142244,Petrol,Manual,Third,4862,563.8,29.25,2,6837.59,15,12.127687123093297,Premium,High,Very Old
269,Toyota,2021,47080,Diesel,Manual,Second,4845,460.8,5.55,2,52179.24,5,113.23619791666665,Mass Market,Low,Recent
270,Mercedes,2011,95353,Hybrid,Automatic,Second,2602,567.1,25.07,7,107726.7,15,189.9606771292541,Premium,Moderate,Very Old
271,BMW,2018,156353,Hybrid,Manual,First,3513,418.9,24.7,4,117970.33,8,281.61931248508,Premium,Very High,Older
272,Kia,2019,33671,Petrol,Automatic,Third,3653,243.5,12.43,5,77534.56,7,318.4170841889117,Mass Market,Low,Recent
273,Kia,2011,127811,Hybrid,Manual,First,3457,565.4,8.39,5,21911.61,15,38.754174036080656,Mass Market,High,Very Old
274,Audi,2013,187503,Electric,Manual,Third,4146,194.3,8.64,2,108984.38,13,560.9077714873906,Premium,Very High,Very Old
275,Ford,2023,132734,Diesel,Automatic,Third,2271,226.0,22.44,7,63401.0,3,280.5353982300885,Mass Market,High,New
276,Toyota,2020,164674,Hybrid,Automatic,Third,3749,432.5,21.07,6,20988.67,6,48.528716763005775,Mass Market,Very High,Recent
277,Toyota,2012,56399,Hybrid,Manual,Second,1741,468.6,24.57,4,110842.02,14,236.53866837387963,Mass Market,Moderate,Very Old
278,Ford,2022,159544,Petrol,Automatic,Second,2707,560.5,28.44,2,91623.88,4,163.46811775200715,Mass Market,Very High,Recent
279,Hyundai,2022,185302,Electric,Automatic,Third,2043,154.7,22.3,5,88609.52,4,572.7829347123466,Mass Market,Very High,Recent
280,Audi,2024,12099,Hybrid,Automatic,First,2266,486.9,8.9,7,85974.14,2,176.5745327582666,Premium,Low,New
281,Hyundai,2011,161503,Petrol,Automatic,Third,4757,453.6,11.09,7,26439.76,15,58.28871252204585,Mass Market,Very High,Very Old
282,Hyundai,2007,61492,Hybrid,Manual,Third,2766,75.7,26.05,2,27687.78,19,365.75667107001317,Mass Market,Moderate,Very Old
283,Hyundai,2022,101722,Petrol,Automatic,First,1175,256.8,10.23,6,83530.28,4,325.27367601246107,Mass Market,High,Recent
284,Ford,2014,183756,Petrol,Manual,Third,1062,198.3,6.81,5,28707.56,12,144.76833081190117,Mass Market,Very High,Older
285,Hyundai,2011,35111,Electric,Manual,First,4188,210.5,22.58,2,54324.59,15,258.0740617577197,Mass Market,Low,Very Old
286,Kia,2021,68936,Hybrid,Manual,Second,4195,590.5,15.06,6,94494.21,5,160.02406435224387,Mass Market,Moderate,Recent
287,Honda,2018,158686,Electric,Manual,Second,2744,400.0,28.0,7,94722.44,8,236.80610000000001,Mass Market,Very High,Older
288,Mercedes,2007,178063,Petrol,Automatic,First,2693,441.9,21.26,4,56031.63,19,126.79708078750849,Premium,Very High,Very Old
289,Toyota,2016,65920,Diesel,Automatic,Second,4434,586.9,7.26,5,95686.22,10,163.0366672346226,Mass Market,Moderate,Older
290,Toyota,2017,68530,Hybrid,Manual,Second,2452,251.2,28.7,5,101118.75,9,402.5427945859873,Mass Market,Moderate,Older
291,Mercedes,2006,172296,Diesel,Manual,First,4941,489.0,11.46,6,79608.76,20,162.79910020449896,Premium,Very High,Very Old
292,Ford,2007,12788,Hybrid,Manual,Second,4692,283.3,13.43,2,29725.82,19,104.92700317684432,Mass Market,Low,Very Old
293,BMW,2009,33082,Electric,Manual,Third,1399,526.9,15.06,7,35059.38,17,66.53896375023723,Premium,Low,Very Old
294,Ford,2015,128287,Electric,Automatic,Third,2712,141.2,6.28,6,39836.42,11,282.1276203966006,Mass Market,High,Older
295,Toyota,2012,94570,Electric,Manual,First,2092,570.7,17.41,4,16666.08,14,29.2028736639215,Mass Market,Moderate,Very Old
296,Toyota,2016,106015,Electric,Automatic,Second,1400,162.5,8.08,4,34959.68,10,215.13649230769232,Mass Market,High,Older
297,Mercedes,2011,88588,Electric,Manual,Third,1180,222.7,15.02,4,27513.75,15,123.54625056129322,Premium,Moderate,Very Old
298,Hyundai,2019,152603,Diesel,Manual,Third,4437,463.5,13.77,6,56273.46,7,121.40983818770226,Mass Market,Very High,Recent
299,Ford,2021,93340,Electric,Manual,Second,2963,260.5,24.32,7,109287.19,5,419.5285604606526,Mass Market,Moderate,Recent
300,Nissan,2008,99439,Petrol,Manual,Second,1898,380.6,25.08,5,15224.2,18,40.00052548607462,Mass Market,Moderate,Very Old
301,Mercedes,2017,180929,Petrol,Automatic,Third,1165,289.0,8.84,2,87271.35,9,301.9769896193772,Premium,Very High,Older
302,Kia,2022,146214,Diesel,Automatic,Third,3370,455.7,14.16,5,83412.11,4,183.04171604125523,Mass Market,High,Recent
303,Toyota,2005,120053,Hybrid,Automatic,First,4219,167.9,14.33,7,14203.24,21,84.59344848123882,Mass Market,High,
304,Mercedes,2020,53355,Petrol,Manual,First,3276,72.7,8.79,5,110940.97,6,1526.010591471802,Premium,Moderate,Recent
305,Ford,2017,145938,Hybrid,Manual,Third,1590,208.0,24.96,6,69511.25,9,334.1887019230769,Mass Market,High,Older
306,Toyota,2014,130426,Diesel,Automatic,First,4369,305.6,22.68,4,45555.89,12,149.07032068062827,Mass Market,High,Older
307,BMW,2016,69027,Hybrid,Automatic,Third,1546,134.1,9.76,7,91515.01,10,682.438553318419,Premium,Moderate,Older
308,Mercedes,2006,193978,Hybrid,Manual,Third,1112,238.7,14.17,7,33111.76,20,138.71705069124425,Premium,Very High,Very Old
309,Audi,2007,164210,Hybrid,Manual,First,1720,264.0,7.65,5,84140.65,19,318.71458333333334,Premium,Very High,Very Old
310,Toyota,2014,97601,Hybrid,Automatic,First,1877,72.1,20.71,6,7646.21,12,106.05006934812761,Mass Market,Moderate,Older
311,Ford,2006,34956,Diesel,Manual,Second,3629,366.7,8.03,5,101210.74,20,276.00419961821655,Mass Market,Low,Very Old
312,Honda,2017,109797,Petrol,Manual,Second,3181,535.2,29.65,5,55435.99,9,103.57995142002989,Mass Market,High,Older
313,Nissan,2017,129917,Electric,Automatic,Second,4418,125.0,24.52,7,77493.07,9,619.94456,Mass Market,High,Older
314,Volkswagen,2022,131303,Hybrid,Manual,Third,1597,374.8,14.76,5,28884.82,4,77.06728922091781,Mass Market,High,Recent
315,Hyundai,2007,141511,Petrol,Automatic,First,1072,412.3,19.46,4,82217.62,19,199.41212709192334,Mass Market,High,Very Old
316,Volkswagen,2011,183313,Petrol,Manual,Third,3810,274.8,27.78,5,93352.11,15,339.7092794759825,Mass Market,Very High,Very Old
317,Ford,2018,47533,Diesel,Automatic,First,2573,432.6,18.85,4,58365.94,8,134.9189551548775,Mass Market,Low,Older
318,Kia,2024,164342,Petrol,Manual,Third,3347,270.0,9.36,7,75274.05,2,278.7927777777778,Mass Market,Very High,New
319,Kia,2021,83815,Diesel,Automatic,Second,3964,322.6,14.47,6,56390.13,5,174.79891506509608,Mass Market,Moderate,Recent
320,Honda,2016,44279,Hybrid,Automatic,Second,1746,44.1,26.08,4,107608.69,10,2440.106349206349,Mass Market,Low,Older
321,Hyundai,2020,114787,Hybrid,Automatic,Second,3465,427.4,21.11,6,61250.69,6,143.30999064108565,Mass Market,High,Recent
322,Audi,2016,159960,Electric,Automatic,Third,1306,410.4,21.27,6,101491.62,10,247.29926900584795,Premium,Very High,Older
323,Honda,2019,153702,Electric,Manual,First,1043,61.5,26.67,4,96758.19,7,1573.3039024390243,Mass Market,Very High,Recent
324,Volkswagen,2014,66063,Electric,Manual,First,1305,246.2,27.35,7,51029.06,12,207.26669374492283,Mass Market,Moderate,Older
325,Honda,2011,132896,Petrol,Automatic,Second,3958,588.3,27.99,2,29919.89,15,50.85821859595445,Mass Market,High,Very Old
326,Volkswagen,2024,171216,Hybrid,Manual,Second,4390,275.6,7.37,6,50511.61,2,183.27870101596514,Mass Market,Very High,New
327,Toyota,2009,188233,Diesel,Manual,Second,2672,321.1,18.6,6,99667.43,17,310.3937402678293,Mass Market,Very High,Very Old
328,Kia,2005,187051,Electric,Manual,Second,4593,549.6,23.51,7,29633.01,21,53.91741266375546,Mass Market,Very High,
329,Toyota,2021,102661,Diesel,Manual,First,1992,441.7,23.92,7,64359.05,5,145.70760697305866,Mass Market,High,Recent
330,Nissan,2007,143051,Diesel,Manual,Third,2264,366.0,20.17,5,97313.32,19,265.8833879781421,Mass Market,High,Very Old
331,Hyundai,2017,162261,Electric,Automatic,Third,1190,486.8,9.17,7,44356.86,9,91.11926869350863,Mass Market,Very High,Older
332,Audi,2018,178672,Hybrid,Automatic,Third,4177,524.0,24.94,6,78138.53,8,149.1193320610687,Premium,Very High,Older
333,Volkswagen,2022,195632,Electric,Automatic,Third,1472,295.9,23.0,4,31738.89,4,107.26221696519094,Mass Market,Very High,Recent
334,Audi,2008,128257,Diesel,Automatic,Second,3360,306.1,7.15,2,15785.7,18,51.57040182946749,Premium,High,Very Old
335,Volkswagen,2022,197630,Electric,Manual,Second,2011,256.2,16.6,5,95942.95,4,374.48458235753316,Mass Market,Very High,Recent
336,Ford,2009,91205,Diesel,Manual,Second,1729,581.4,9.35,4,14579.33,17,25.07624699002408,Mass Market,Moderate,Very Old
337,Honda,2020,11910,Diesel,Automatic,Third,2339,430.4,13.44,2,34751.62,6,80.74261152416358,Mass Market,Low,Recent
338,Nissan,2005,193785,Electric,Manual,Second,1712,86.6,5.45,2,103047.8,21,1189.9284064665128,Mass Market,Very High,
339,Kia,2018,51857,Petrol,Manual,Second,1443,523.3,15.01,2,43536.91,8,83.19684693292568,Mass Market,Moderate,Older
340,Volkswagen,2019,39964,Electric,Automatic,First,1301,309.1,18.75,4,116846.31,7,378.0210611452604,Mass Market,Low,Recent
341,Audi,2013,161299,Petrol,Manual,First,1529,78.5,20.49,5,117628.92,13,1498.4575796178344,Premium,Very High,Very Old
342,Nissan,2019,142050,Diesel,Automatic,Second,2083,347.8,21.59,5,34388.29,7,98.87374928119608,Mass Market,High,Recent
343,BMW,2021,22153,Diesel,Automatic,First,2918,273.6,25.91,2,7794.45,5,28.48848684210526,Premium,Low,Recent
344,BMW,2008,64765,Petrol,Manual,First,4636,531.5,10.39,4,85492.4,18,160.85117591721541,Premium,Moderate,Very Old
345,Toyota,2016,113212,Diesel,Manual,Second,1719,154.2,8.01,2,55765.42,10,361.64345006485087,Mass Market,High,Older
346,Kia,2009,44071,Petrol,Automatic,Second,4850,502.8,26.29,7,14788.08,17,29.411455847255368,Mass Market,Low,Very Old
347,Ford,2009,117990,Petrol,Automatic,Second,3139,352.3,8.92,5,85780.17,17,243.486148169174,Mass Market,High,Very Old
348,Audi,2015,74519,Diesel,Manual,Second,1555,70.6,29.37,6,6647.46,11,94.15665722379605,Premium,Moderate,Older
349,Honda,2010,14503,Hybrid,Automatic,Third,2669,584.2,26.06,2,104813.01,16,179.412889421431,Mass Market,Low,Very Old
350,Honda,2011,196775,Petrol,Automatic,Third,1307,327.1,17.52,7,19222.35,15,58.76597370834606,Mass Market,Very High,Very Old
351,Audi,2018,100457,Electric,Automatic,Second,2236,202.9,29.54,5,17895.49,8,88.19857072449483,Premium,High,Older
352,Hyundai,2015,193938,Electric,Manual,First,3375,302.9,7.43,4,23553.66,11,77.76051502145923,Mass Market,Very High,Older
353,Ford,2017,152977,Diesel,Automatic,Second,4226,520.4,12.58,5,115351.16,9,221.6586471944658,Mass Market,Very High,Older
354,Nissan,2006,50838,Hybrid,Manual,Second,1358,210.7,20.96,4,84100.82,20,399.14959658281924,Mass Market,Moderate,Very Old
355,Volkswagen,2011,130200,Diesel,Automatic,First,3902,147.9,13.75,4,96760.47,15,654.2290060851927,Mass Market,High,Very Old
356,Hyundai,2024,194351,Hybrid,Manual,Third,4422,112.3,28.21,2,49523.29,2,440.99100623330366,Mass Market,Very High,New
357,Volkswagen,2008,94489,Petrol,Automatic,Second,4857,206.8,6.64,2,42348.59,18,204.780415860735,Mass Market,Moderate,Very Old
358,Volkswagen,2012,31806,Petrol,Manual,Second,4515,476.8,18.74,5,30434.63,14,63.83101929530201,Mass Market,Low,Very Old
359,Hyundai,2024,181072,Petrol,Manual,Third,2101,304.1,19.77,7,59235.82,2,194.7905951989477,Mass Market,Very High,New
360,Toyota,2023,158240,Petrol,Manual,Third,2955,167.4,21.32,5,67563.96,3,403.60788530465953,Mass Market,Very High,New
361,BMW,2017,75119,Electric,Automatic,First,1492,133.1,11.39,6,76917.66,9,577.8937640871526,Premium,Moderate,Older
362,Volkswagen,2018,43714,Electric,Automatic,Third,2278,226.3,14.11,4,33082.86,8,146.19027839151568,Mass Market,Low,Older
363,Hyundai,2014,190165,Diesel,Automatic,Third,1056,566.4,26.09,4,113992.53,12,201.25799788135595,Mass Market,Very High,Older
364,Hyundai,2015,60419,Hybrid,Manual,Third,3230,232.1,9.87,2,22861.74,11,98.49952606635073,Mass Market,Moderate,Older
365,Mercedes,2006,185217,Petrol,Automatic,First,1241,593.3,25.67,7,115981.42,20,195.48528569020732,Premium,Very High,Very Old
366,Toyota,2013,110432,Petrol,Manual,Third,2681,311.7,19.07,2,4738.17,13,15.201058710298364,Mass Market,High,Very Old
367,Kia,2021,97949,Hybrid,Automatic,Third,3446,140.3,24.05,6,59291.71,5,422.6066286528866,Mass Market,Moderate,Recent
368,Mercedes,2007,138533,Hybrid,Manual,First,4620,539.0,22.84,5,42004.04,19,77.929573283859,Premium,High,Very Old
369,Mercedes,2010,150363,Diesel,Manual,Third,2535,297.8,10.19,5,55547.44,16,186.5259905977166,Premium,Very High,Very Old
370,Audi,2009,182876,Hybrid,Manual,Third,4535,437.4,19.22,7,69767.76,17,159.50562414266116,Premium,Very High,Very Old
371,BMW,2009,81971,Petrol,Automatic,First,3445,590.9,26.69,2,53963.93,17,91.3249788458284,Premium,Moderate,Very Old
372,Hyundai,2019,98471,Petrol,Automatic,Second,818,68.1,15.8,2,51537.08,7,756.7853157121881,Mass Market,Moderate,Recent
373,BMW,2021,69946,Petrol,Automatic,First,1924,94.1,29.16,6,88728.64,5,942.918597236982,Premium,Moderate,Recent
374,Ford,2013,103989,Petrol,Manual,Third,4785,443.5,16.31,5,83247.52,13,187.7057948139797,Mass Market,High,Very Old
375,Audi,2007,89080,Petrol,Manual,Third,3454,197.8,8.57,2,100492.74,19,508.05227502527805,Premium,Moderate,Very Old
376,Kia,2024,197404,Diesel,Automatic,Third,2880,143.2,14.74,7,32245.2,2,225.17597765363132,Mass Market,Very High,New
377,BMW,2021,82794,Petrol,Automatic,First,2347,62.0,28.79,5,74314.84,5,1198.626451612903,Premium,Moderate,Recent
378,Honda,2014,35841,Diesel,Automatic,Third,1661,52.2,12.99,6,71467.79,12,1369.1147509578543,Mass Market,Low,Older
379,Volkswagen,2007,129447,Petrol,Manual,Third,954,473.7,26.7,7,46259.32,19,97.65530926746887,Mass Market,High,Very Old
380,Ford,2022,125029,Electric,Manual,First,4294,115.3,27.03,4,59868.73,4,519.2431049436253,Mass Market,High,Recent
381,Toyota,2022,184830,Electric,Manual,Second,1704,301.9,13.75,6,39712.51,4,131.54193441536935,Mass Market,Very High,Recent
382,Kia,2021,81272,Electric,Manual,Second,2069,379.3,7.08,7,19595.79,5,51.6630371737411,Mass Market,Moderate,Recent
383,Ford,2007,42643,Electric,Manual,Third,1204,279.9,23.11,2,28014.74,19,100.08838871025368,Mass Market,Low,Very Old
384,Volkswagen,2007,186480,Diesel,Automatic,First,1643,55.2,12.79,4,15345.1,19,277.9909420289855,Mass Market,Very High,Very Old
385,Audi,2010,48950,Diesel,Manual,Third,2582,478.8,24.57,6,82919.14,16,173.1811612364244,Premium,Low,Very Old
386,Volkswagen,2017,192921,Hybrid,Manual,First,2364,45.9,16.07,2,80305.1,9,1749.566448801743,Mass Market,Very High,Older
387,Mercedes,2019,105500,Petrol,Manual,First,1984,466.7,17.13,4,114220.95,7,244.7416970216413,Premium,High,Recent
388,Volkswagen,2013,164116,Electric,Manual,Second,1546,540.3,24.45,5,88372.37,13,163.5616694429021,Mass Market,Very High,Very Old
389,Mercedes,2008,130588,Diesel,Manual,Second,2525,282.4,14.56,2,9089.36,18,32.18611898016998,Premium,High,Very Old
390,Audi,2018,20997,Petrol,Automatic,First,3988,339.9,16.08,7,106456.69,8,313.2000294204178,Premium,Low,Older
391,Nissan,2009,84751,Petrol,Manual,Third,1070,307.1,14.4,6,103932.99,17,338.43370237707586,Mass Market,Moderate,Very Old
392,Mercedes,2006,103605,Diesel,Manual,Second,4756,258.0,14.18,4,54868.48,20,212.66852713178295,Premium,High,Very Old
393,Toyota,2015,159983,Electric,Manual,Third,971,537.0,18.15,2,71545.98,11,133.2327374301676,Mass Market,Very High,Older
394,Volkswagen,2013,60533,Hybrid,Automatic,Second,1073,540.6,25.22,5,117201.16,13,216.7982981871994,Mass Market,Moderate,Very Old
395,Volkswagen,2007,87566,Petrol,Automatic,Second,3106,228.1,14.04,6,65279.61,19,286.1885576501534,Mass Market,Moderate,Very Old
396,Toyota,2013,150643,Hybrid,Automatic,Third,1958,384.4,18.11,6,108922.65,13,283.35757023933405,Mass Market,Very High,Very Old
397,Honda,2007,113255,Electric,Manual,Second,2506,559.1,21.77,2,12715.53,19,22.74285458773028,Mass Market,High,Very Old
398,Hyundai,2006,194013,Electric,Automatic,Second,2571,578.8,11.74,5,25353.07,20,43.80281617138908,Mass Market,Very High,Very Old
399,Nissan,2016,63005,Hybrid,Manual,Third,1221,325.0,11.94,4,54568.33,10,167.90255384615386,Mass Market,Moderate,Older
400,Kia,2014,194784,Electric,Manual,Second,2009,293.6,28.34,2,71416.55,12,243.2443801089918,Mass Market,Very High,Older
401,Mercedes,2013,48541,Petrol,Automatic,Second,1690,196.1,23.09,4,98498.66,13,502.2879143294238,Premium,Low,Very Old
402,Toyota,2019,28387,Hybrid,Manual,Second,4067,577.0,19.43,6,118626.67,7,205.59214904679376,Mass Market,Low,Recent
403,Audi,2012,98980,Electric,Manual,Third,2273,120.0,21.19,4,48495.63,14,404.13025,Premium,Moderate,Very Old
404,Mercedes,2009,184980,Hybrid,Manual,First,4043,364.7,5.73,5,8547.63,17,23.437428023032627,Premium,Very High,Very Old
405,Hyundai,2015,90457,Petrol,Automatic,Third,2981,198.2,20.45,7,96737.07,11,488.0780524722503,Mass Market,Moderate,Older
406,Audi,2006,149129,Electric,Manual,First,2249,196.2,17.74,5,73712.54,20,375.7010193679918,Premium,High,Very Old
407,Ford,2019,69028,Petrol,Manual,Second,3896,266.8,18.64,4,26229.51,7,98.31150674662668,Mass Market,Moderate,Recent
408,Volkswagen,2010,124246,Electric,Automatic,First,4056,599.3,13.99,2,60894.93,16,101.6100951109628,Mass Market,High,Very Old
409,Ford,2012,60731,Diesel,Manual,Third,3956,70.8,7.04,6,89850.3,14,1269.072033898305,Mass Market,Moderate,Very Old
410,Mercedes,2009,160930,Electric,Manual,Third,2390,364.0,9.83,7,93138.18,17,255.87412087912085,Premium,Very High,Very Old
411,Hyundai,2020,184761,Hybrid,Automatic,Second,4781,86.2,28.77,2,61455.35,6,712.9390951276101,Mass Market,Very High,Recent
412,Nissan,2022,49638,Electric,Manual,First,2235,126.5,15.22,2,38710.1,4,306.0086956521739,Mass Market,Low,Recent
413,Mercedes,2010,182558,Petrol,Manual,Second,1023,286.2,16.67,5,116927.88,16,408.55303983228515,Premium,Very High,Very Old
414,Toyota,2009,25567,Petrol,Manual,Second,1019,325.9,6.32,4,80613.43,17,247.35633629947836,Mass Market,Low,Very Old
415,BMW,2020,165811,Electric,Manual,Third,2454,184.9,5.94,5,50763.79,6,274.5472687939427,Premium,Very High,Recent
416,Mercedes,2017,62804,Hybrid,Manual,First,1064,217.2,22.93,4,35814.2,9,164.890423572744,Premium,Moderate,Older
417,Volkswagen,2009,113821,Diesel,Automatic,First,1753,88.7,18.45,5,88539.05,17,998.1854565952649,Mass Market,High,Very Old
418,Volkswagen,2017,8754,Hybrid,Automatic,First,4533,209.8,17.72,2,31335.46,9,149.35872259294564,Mass Market,Low,Older
419,Mercedes,2021,32044,Diesel,Automatic,First,3574,581.3,11.08,6,23090.07,5,39.72143471529331,Premium,Low,Recent
420,Audi,2022,72260,Petrol,Automatic,Second,3924,569.0,23.62,4,64990.57,4,114.21892794376099,Premium,Moderate,Recent
